tree_order,cluster_id,cluster_label,cluster_color,cluster_size,class,class_color,subclass,subclass_color,level2,level2_color,level3,level3_color,integrated,integrated_color,integrated_FINAL,integrated_FINAL_color,integrated_alias,orig_DNAm_cluster_id,orig_DNAm_cluster_name,DNAm_cluster_id,DNAm_cluster_name,DNAm_cluster_label,DNAm_cluster_color,ATAC_cluster_id,ATAC_cluster_label,ATAC_cluster_color,MTG_best_match,Notes,old_order,old_cluster_color
14,14,Inh L1 LAMP5 BMP2,#c05675,352,GABAergic,#C95170,Lamp5,#DA808C,CGE/PoA,#C456AA,Lamp5/Other,#E37B97,I_12,#F08E98,Lamp5_5,#844D54,,0,Inh_CGE_LAMP5_PLD5,0,Inh_CGE_LAMP5_PLD5,Inh L1 LAMP5 LOC101927870,#ad474f,2,Inh L1 LAMP5 NDNF,#c05675,Inh L1 LAMP5 NMBR,,71,#E77A74
15,15,Inh L1 LAMP5 NMBR,#e2a9b0,193,GABAergic,#C95170,Lamp5,#DA808C,CGE/PoA,#C456AA,Lamp5/Other,#E37B97,I_12,#F08E98,Lamp5_5,#844D54,,0,Inh_CGE_LAMP5_PLD5,0,Inh_CGE_LAMP5_PLD5,Inh L1 LAMP5 LOC101927870,#ad474f,2,Inh L1 LAMP5 NDNF,#c05675,Inh L1 LAMP5 NMBR,,67,#E67C75
128,128,Micro L1-6 TYROBP CD74,#94AF97,108,Non-neuronal,#6D7A67,Micro-PVM,#94AF97,Micro-PVM,#598069,Micro-PVM,#598069,N_4,#6E7C6F,Microglia/PVM,#94AF97,,30,NonN_MGC-NonN-Mix_MGC,30,NonN_MGC-NonN-Mix_MGC,Micro L1-6 TYROBP CD74,#94AF97,42,Micro L1-6 TYROBP CD74,#94AF97,Micro L1-6 TYROBP,,128,#598069
79,79,Oligo L2-6 OPALIN MAP6D1,#387567,101,Non-neuronal,#6D7A67,Oligo,#2E3E39,Oligo-OPC,#598077,Oligo-OPC,#598077,N_11,#332F26,NA,NA,Peri-neuronal oligo?,19,NonN_ODC,19,NonN_ODC,Oligo-OPC L1-6 OPALIN PLP1,#387567,40,Oligo L2-6 OPALIN LOC101927459,#387567,NA,,117,#79E8AC
122,122,Oligo L3-6 OPALIN LRP4-AS1,#20725e,88,Non-neuronal,#6D7A67,Oligo,#2E3E39,Oligo-OPC,#598077,Oligo-OPC,#598077,N_1,#474662,NA,NA,,29,NonN_ASC,19,NonN_ODC,Oligo-OPC L1-6 OPALIN PLP1,#387567,41,Oligo L3-6 SLC1A3 LOC100506725,#1a3329,Oligo L1-6 OPALIN,Exclude,122,#496560
119,119,Oligo L3-6 OPALIN ENPP6,#1a3329,535,Non-neuronal,#6D7A67,Oligo,#2E3E39,Oligo-OPC,#598077,Oligo-OPC,#598077,N_1,#474662,Oligo_1,#5A6662,,19,NonN_ODC,19,NonN_ODC,Oligo-OPC L1-6 OPALIN PLP1,#387567,41,Oligo L3-6 SLC1A3 LOC100506725,#1a3329,Oligo L1-6 OPALIN,,125,#456561
120,120,Oligo L2-6 OPALIN FTH1P3,#003a28,2300,Non-neuronal,#6D7A67,Oligo,#2E3E39,Oligo-OPC,#598077,Oligo-OPC,#598077,N_1,#474662,Oligo_2,#303F3A,,19,NonN_ODC,19,NonN_ODC,Oligo-OPC L1-6 OPALIN PLP1,#387567,40,Oligo L2-6 OPALIN LOC101927459,#387567,Oligo L1-6 OPALIN,,124,#456560
121,121,Oligo L5-6 OPALIN LDLRAP1,#005444,6,Non-neuronal,#6D7A67,Oligo,#2E3E39,Oligo-OPC,#598077,Oligo-OPC,#598077,N_1,#474662,Oligo_2,#303F3A,,19,NonN_ODC,19,NonN_ODC,Oligo-OPC L1-6 OPALIN PLP1,#387567,41,Oligo L3-6 SLC1A3 LOC100506725,#1a3329,Oligo L1-6 OPALIN,,123,#486462
118,118,OPC L1-6 PDGFRA COL20A1,#446e5c,283,Non-neuronal,#6D7A67,OPC,#486159,Oligo-OPC,#598077,Oligo-OPC,#598077,N_5,#2E3E39,OPC,#486159,,N/A,N/A,19,NonN_ODC,Oligo-OPC L1-6 OPALIN PLP1,#387567,36,OPC L1-6 PDGFRA COL20A1,#446e5c,OPC L1-6 PDGFRA,,118,#6B998D
59,59,Inh L5-6 PVALB KCNIP2,#be3b40,108,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_9,#C05661,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,12,Inh L5-6 PVALB GULP1,#be3b40,Inh L5-6 SST MIR548F2,,44,#D7211C
60,60,Inh L5-6 PVALB ZFPM2-AS1,#be001e,563,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_9,#C05661,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,16,Inh L5-6 PVALB LINC01057,#be001e,Inh L5-6 SST MIR548F2,,35,#D7221B
61,61,Inh L3-5 PVALB ISG20,#b20536,254,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_25,#BC4B11,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,17,Inh L3-5 PVALB ISG20,#b20536,Inh L2−4 PVALB WFDC2,,6,#BC2B0F
62,62,Inh L5 PVALB LRIG3,#f25231,631,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_21,#E62A5D,Pvalb_1,#E15C61,,15,Inh_MGE_PVALB_CHRM2,15,Inh_MGE_PVALB_CHRM2,Inh L5-6 PVALB WNT16,#f25231,16,Inh L5-6 PVALB LINC01057,#be001e,Inh L4-5 PVALB MEPE,,29,#974C01
63,63,Inh L2-5 PVALB HHIPL1,#b1331b,456,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_3,#9C4165,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,15,Inh L2-5 PVALB LOC105376919,#b1331b,Inh L2−4 PVALB WFDC2,,32,#BC2A10
64,64,Inh L2-5 PVALB RPH3AL,#d7003c,3253,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_3,#9C4165,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,15,Inh L2-5 PVALB LOC105376919,#b1331b,Inh L2−4 PVALB WFDC2; Inh L4−6 PVALB SULF1,,17,#BA2C13
65,65,Inh L3 PVALB SAMD13,#ed6d5a,1326,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_3,#9C4165,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,15,Inh L2-5 PVALB LOC105376919,#b1331b,Inh L2-4 PVALB WFDC2,,15,#BA2C11
66,66,Inh L1-2 PVALB CDK20,#eb2222,123,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_5,#B6411E,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,15,Inh L2-5 PVALB LOC105376919,#b1331b,Inh L2-4 PVALB WFDC2,,57,#BE2B12
67,67,Inh L2 PVALB FRZB,#ff5d68,107,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_5,#B6411E,Pvalb_1,#E15C61,,14,Inh_MGE_PVALB_FAM49A,14,Inh_MGE_PVALB_FAM49A,Inh L2-6 PVALB SIAH3,#be3b40,15,Inh L2-5 PVALB LOC105376919,#b1331b,Inh L2-4 PVALB WFDC2,,30,#BC2B11
68,68,Inh L1-2 SST CLIC6,#f26969,194,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_43,#f26969,Pvalb_1,#E15C61,,11,Inh_MGE_SST_THSD7A,11,Inh_MGE_SST_THSD7A,Inh L1-5 SST AHR,#FFEA00,14,Inh L1-3 SST LOC392232,#ffb82f,Inh L2-4 SST FRZB,,42,#FD534E
69,69,Inh L5-6 PVALB GAPDHP60,#ff4a3f,138,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_30,#A81111,Pvalb_2,#D93339,,15,Inh_MGE_PVALB_CHRM2,15,Inh_MGE_PVALB_CHRM2,Inh L5-6 PVALB WNT16,#f25231,12,Inh L5-6 PVALB GULP1,#be3b40,Inh L5-6 LHX6 GLP1R,,20,#FF2F7E
70,70,Inh L5-6 PVALB FAM150B,#d5314c,111,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_35,#d5314c,Pvalb_2,#D93339,,15,Inh_MGE_PVALB_CHRM2,15,Inh_MGE_PVALB_CHRM2,Inh L5-6 PVALB WNT16,#f25231,12,Inh L5-6 PVALB GULP1,#be3b40,Inh L5-6 PVALB LGR5,,3,#ED4C50
71,71,Inh L5-6 PVALB MEPE,#ff5d53,230,GABAergic,#C95170,Pvalb,#D93137,MGE,#CE4D36,Pvalb,#DB3143,I_35,#d5314c,Pvalb_2,#D93339,,15,Inh_MGE_PVALB_CHRM2,15,Inh_MGE_PVALB_CHRM2,Inh L5-6 PVALB WNT16,#f25231,12,Inh L5-6 PVALB GULP1,#be3b40,Inh L5-6 PVALB LGR5,,1,#9B4C00
9,9,Inh L1 PAX6 CHRFAM7A,#891ea8,185,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_14,#FF88AD,Sncg_1,#DE5EFF,,3,Inh_CGE_VIP_WLS,3,Inh_CGE_VIP_WLS,Inh L1 GAD1 SP8,#e09a99,1,Inh L1 GAD1 SP8,#e09a99,Inh L1-2 VIP TSPAN12,,56,#DFADCA
10,10,Inh L1-6 VIP SLC7A6OS,#a11397,61,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_34,#7E0ACB,Sncg_1,#DE5EFF,,3,Inh_CGE_VIP_WLS,3,Inh_CGE_VIP_WLS,Inh L1 GAD1 SP8,#e09a99,1,Inh L1 GAD1 SP8,#e09a99,Inh L1-3 VIP SYT6,,60,#DCABC9
11,11,Inh L2 PAX6 FREM2,#c86eff,108,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_39,#9440F3,Sncg_2,#D635FF,,3,Inh_CGE_VIP_WLS,3,Inh_CGE_VIP_WLS,Inh L1 GAD1 SP8,#e09a99,1,Inh L1 GAD1 SP8,#e09a99,Inh L1-3 VIP SYT6,,65,#9900B3
12,12,Inh L1-2 VIP HTR3A,#e354d5,42,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_26,#9611B6,Sncg_3,#AC29CE,,3,Inh_CGE_VIP_WLS,3,Inh_CGE_VIP_WLS,Inh L1 GAD1 SP8,#e09a99,1,Inh L1 GAD1 SP8,#e09a99,Inh L1-3 VIP SYT6,,70,#AF01E4
13,13,Inh L1-2 VIP WNT4,#8647d2,52,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_26,#9611B6,Sncg_3,#AC29CE,,3,Inh_CGE_VIP_WLS,3,Inh_CGE_VIP_WLS,Inh L1 GAD1 SP8,#e09a99,1,Inh L1 GAD1 SP8,#e09a99,Inh L1-3 VIP SYT6,,69,#7A0099
16,16,Inh L1 PVALB SST ASIC4,#b579f6,186,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_14,#FF88AD,Sncg_4,#811E9A,,4,Inh_CGE_VIP_RXRG,4,Inh_CGE_VIP_RXRG,Inh L1 GAD1 NDST4,#b579f6,4,Inh L1 GAD1 NDST4,#b579f6,Inh L1-2 ADARB2 MC4R,,50,#FF7290
17,17,Inh L1 SST P4HA3,#9045b9,38,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_14,#FF88AD,Sncg_4,#811E9A,,4,Inh_CGE_VIP_RXRG,4,Inh_CGE_VIP_RXRG,Inh L1 GAD1 NDST4,#b579f6,4,Inh L1 GAD1 NDST4,#b579f6,Inh L1 SST CHRNA4,,72,#DD6091
18,18,Inh L1 SST DEFB108B,#c100c7,223,GABAergic,#C95170,Sncg,#D633FF,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_31,#c100c7,Sncg_4,#811E9A,,4,Inh_CGE_VIP_RXRG,4,Inh_CGE_VIP_RXRG,Inh L1 GAD1 NDST4,#b579f6,4,Inh L1 GAD1 NDST4,#b579f6,Inh L1-2 SST BAGE2,,55,#9440F3
40,40,Inh L1-6 SST NPY,#FFEA00,67,GABAergic,#C95170,Sst Chodl,#FFEA00,MGE,#CE4D36,Sst,#C06829,I_38,#FFFF00,Sst Chodl,#FFEA00,Long-range projecting Sst,11,Inh_MGE_SST_THSD7A,11,Inh_MGE_SST_THSD7A,Inh L1-5 SST AHR,#FFEA00,8,Inh L1-6 SST NPY,#FFEA00,Inh L3-6 SST NPY,,59,#FFDA50
41,41,Inh L3-5 SST CDH3,#f97e13,81,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_6,#FFB307,Sst_1,#FFC369,,12,Inh_MGE_SST_NIPAL3,12,Inh_MGE_SST_NIPAL3,Inh L5-6 SST DCN,#f97e13,9,Inh L3-5 SST EDNRA,#f97e13,Inh L4-6 SST B3GAT2; Inh L3-6 SST HPGD,,31,#FFBD33
42,42,Inh L5 SST RPL35AP11,#faaa00,764,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_6,#FFB307,Sst_1,#FFC369,,12,Inh_MGE_SST_NIPAL3,12,Inh_MGE_SST_NIPAL3,Inh L5-6 SST DCN,#f97e13,9,Inh L3-5 SST EDNRA,#f97e13,Inh L4-6 SST B3GAT2; Inh L3-6 SST HPGD,,28,#FFBA34
43,43,Inh L5-6 SST ISX,#cc7b00,394,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_6,#FFB307,Sst_2,#FFAE36,,12,Inh_MGE_SST_NIPAL3,12,Inh_MGE_SST_NIPAL3,Inh L5-6 SST DCN,#f97e13,10,Inh L5-6 SST LOC101929667,#cc7b00,Inh L4-6 SST B3GAT2; Inh L3-6 SST HPGD,,45,#FDBA31
44,44,Inh L5-6 PVALB SST CRHR2,#ff913c,218,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_7,#FF9F2C,Sst_2,#FFAE36,,12,Inh_MGE_SST_NIPAL3,12,Inh_MGE_SST_NIPAL3,Inh L5-6 SST DCN,#f97e13,9,Inh L3-5 SST EDNRA,#f97e13,Inh L4-6 SST B3GAT2; Inh L3-6 SST HPGD,,5,#D9C566
45,45,Inh L3-5 SST OR5AH1P,#e67500,242,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_7,#FF9F2C,Sst_2,#FFAE36,,12,Inh_MGE_SST_NIPAL3,12,Inh_MGE_SST_NIPAL3,Inh L5-6 SST DCN,#f97e13,9,Inh L3-5 SST EDNRA,#f97e13,Inh L4-6 SST B3GAT2; Inh L3-6 SST HPGD,,39,#FEB934
46,46,Inh L3-5 SST GGTLC3,#f4b028,1154,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_8,#CDB115,Sst_3,#FFA41C,,11,Inh_MGE_SST_THSD7A,11,Inh_MGE_SST_THSD7A,Inh L1-5 SST AHR,#FFEA00,9,Inh L3-5 SST EDNRA,#f97e13,Inh L3-5 SST ADGRG6; Inh L4-5 SST STK32A,,37,#7F4611
47,47,Inh L2-3 SST NMU,#ffb82f,419,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_37,#ffb82f,Sst_3,#FFA41C,,11,Inh_MGE_SST_THSD7A,11,Inh_MGE_SST_THSD7A,Inh L1-5 SST AHR,#FFEA00,14,Inh L1-3 SST LOC392232,#ffb82f,Inh L2-4 SST FRZB,,13,#FF544D
50,50,Inh L1-2 SST CCNJL,#fb8d00,320,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_17,#784F14,Sst_3,#FFA41C,,11,Inh_MGE_SST_THSD7A,11,Inh_MGE_SST_THSD7A,Inh L1-5 SST AHR,#FFEA00,13,Inh L1-3 SST LOC105379168,#fb8d00,Inh L1-3 SST CALB1,,25,#C0490C
51,51,Inh L1-3 SST FAM20A,#d46909,1069,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_13,#D2A328,Sst_3,#FFA41C,,11,Inh_MGE_SST_THSD7A,11,Inh_MGE_SST_THSD7A,Inh L1-5 SST AHR,#FFEA00,13,Inh L1-3 SST LOC105379168,#fb8d00,Inh L1-3 SST CALB1,,43,#824813
52,52,Inh L1-2 SST PRRT4,#eaa931,376,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_32,#eaa931,Sst_3,#FFA41C,,11,Inh_MGE_SST_THSD7A,11,Inh_MGE_SST_THSD7A,Inh L1-5 SST AHR,#FFEA00,13,Inh L1-3 SST LOC105379168,#fb8d00,Inh L1-3 SST CALB1,,58,#BE4A0E
48,48,Inh L5-6 SST PAWR,#e07f00,194,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_10,#BE8652,Sst_4,#FF9A02,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,10,Inh L5-6 SST LOC101929667,#cc7b00,Inh L5-6 SST KLHDC8A,,26,#FFBA32
49,49,Inh L5-6 SST PIK3CD,#f19c00,129,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_10,#BE8652,Sst_4,#FF9A02,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,9,Inh L3-5 SST EDNRA,#f97e13,Inh L5-6 SST KLHDC8A,,49,#C11331
53,53,Inh L5-6 SST BEAN1,#c88300,76,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_1,#802600,Sst_5,#E78B00,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,11,Inh L5-6 SST EBPL,#c88300,Inh L5-6 SST NPM1P10,,27,#D7201F
54,54,Inh L5-6 SST DNAJC14,#de9200,35,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_1,#802600,Sst_5,#E78B00,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,11,Inh L5-6 SST EBPL,#c88300,Inh L5-6 SST NPM1P10,,40,#D7221C
55,55,Inh L5-6 SST C4orf26,#ff8d1d,93,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_1,#802600,Sst_6,#CE7B00,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,10,Inh L5-6 SST LOC101929667,#cc7b00,Inh L5-6 SST NPM1P10,,24,#BF821B
56,56,Inh L5-6 SST FBN2,#f99e3b,100,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_1,#802600,Sst_6,#CE7B00,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,10,Inh L5-6 SST LOC101929667,#cc7b00,Inh L5-6 SST NPM1P10,,21,#C1831A
57,57,Inh L5-6 SST KLHL1,#ffa834,188,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_1,#802600,Sst_6,#CE7B00,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,10,Inh L5-6 SST LOC101929667,#cc7b00,Inh L4-6 SST GXYLT2,,12,#802600
58,58,Inh L6 SST TH,#df8d23,84,GABAergic,#C95170,Sst,#FF9900,MGE,#CE4D36,Sst,#C06829,I_40,#9B211B,Sst_7,#9A5C00,,13,Inh_MGE_SST_CLMP,13,Inh_MGE_SST_CLMP,Inh L5-6 SST KIAA1644,#e07f00,11,Inh L5-6 SST EBPL,#c88300,Inh L5-6 SST TH,,18,#A81111
19,19,Inh L1-3 VIP CBLN1,#dca0ff,464,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_2,#FF00FF,Vip_1,#D5A4E1,,5,Inh_CGE_VIP_PREX1,5,Inh_CGE_VIP_PREX1,Inh L1-3 VIP CCDC184,#dca0ff,6,Inh L1-5 VIP KCNJ2,#dca0ff,Inh L2-4 VIP CBLN1,,48,#756FB3
20,20,Inh L1-2 VIP EXPH5,#a00097,509,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_2,#FF00FF,Vip_1,#D5A4E1,,5,Inh_CGE_VIP_PREX1,5,Inh_CGE_VIP_PREX1,Inh L1-3 VIP CCDC184,#dca0ff,6,Inh L1-5 VIP KCNJ2,#dca0ff,Inh L1-3 VIP CHRM2,,33,#9EABFE
21,21,Inh L1-3 VIP HSPB6,#733fb0,396,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_2,#FF00FF,Vip_1,#D5A4E1,,5,Inh_CGE_VIP_PREX1,5,Inh_CGE_VIP_PREX1,Inh L1-3 VIP CCDC184,#dca0ff,5,Inh L1-6 VIP IQGAP2,#733fb0,Inh L1-3 VIP GGH,,41,#A1A9FF
22,22,Inh L1-2 VIP PTGER3,#e7a3f4,84,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_16,#AB379C,Vip_2,#C784D6,,6,Inh_CGE_VIP_EDNRA,6,Inh_CGE_VIP_EDNRA,Inh L1-3 VIP NPR3,#e7a3f4,7,Inh L1-3 VIP NPR3,#e7a3f4,Inh L1-2 VIP LBH; Inh L2−3 VIP CASC6; Inh L1-3 VIP CCDC184,,36,#B100E8
23,23,Inh L1-2 VIP SCML4,#8e27ad,128,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_16,#AB379C,Vip_2,#C784D6,,6,Inh_CGE_VIP_EDNRA,6,Inh_CGE_VIP_EDNRA,Inh L1-3 VIP NPR3,#e7a3f4,7,Inh L1-3 VIP NPR3,#e7a3f4,Inh L1-2 VIP LBH; Inh L2−3 VIP CASC6; Inh L1-3 VIP CCDC184,,62,#9B3080
24,24,Inh L1-3 VIP FNDC1,#ef8fe2,111,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_16,#AB379C,Vip_2,#C784D6,,6,Inh_CGE_VIP_EDNRA,6,Inh_CGE_VIP_EDNRA,Inh L1-3 VIP NPR3,#e7a3f4,7,Inh L1-3 VIP NPR3,#e7a3f4,Inh L1-2 VIP LBH; Inh L2−3 VIP CASC6; Inh L1-3 VIP CCDC184,,54,#FF00B3
25,25,Inh L1-3 VIP CHRNA2,#9237bb,310,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_19,#992E81,Vip_2,#C784D6,,6,Inh_CGE_VIP_EDNRA,6,Inh_CGE_VIP_EDNRA,Inh L1-3 VIP NPR3,#e7a3f4,7,Inh L1-3 VIP NPR3,#e7a3f4,Inh L2-4 VIP SPAG17; Inh L1-4 VIP OPRM1,,2,#9F219D
26,26,Inh L2 VIP SLC6A16,#774ea2,288,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_41,#774ea2,Vip_2,#C784D6,,6,Inh_CGE_VIP_EDNRA,6,Inh_CGE_VIP_EDNRA,Inh L1-3 VIP NPR3,#e7a3f4,7,Inh L1-3 VIP NPR3,#e7a3f4,Inh L1−4 VIP CHRNA6,,22,#982D81
27,27,Inh L1 VIP KLHDC8B,#d395ff,95,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_22,#BD3D9A,Vip_2,#C784D6,,7,Inh_CGE_VIP_CDH6,7,Inh_CGE_VIP_CDH6,Inh L1-5 VIP NOX4,#d395ff,5,Inh L1-6 VIP IQGAP2,#733fb0,Inh L1-2 VIP PCDH20,,63,#BD3D9A
28,28,Inh L3-5 VIP IGDCC3,#b249cd,390,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_22,#BD3D9A,Vip_2,#C784D6,,7 / 8,Inh_CGE_VIP_CDH6 / Inh_CGE_VIP_WSCD1,7,Inh_CGE_VIP_CDH6,Inh L1-5 VIP NOX4,#d395ff,5,Inh L1-6 VIP IQGAP2,#733fb0,Inh L2-5 VIP TYR,,23,#FF4DC1
39,39,Inh L3-5 VIP TAC3,#9d73c6,367,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_33,#9d73c6,Vip_2,#C784D6,,8,Inh_CGE_VIP_WSCD1,8,Inh_CGE_VIP_WSCD1,Inh L3-5 VIP LOC101929231,#c46db9,6,Inh L1-5 VIP KCNJ2,#dca0ff,Inh L2-5 VIP SERPINF1,,4,#B09FFF
29,29,Inh L1-5 VIP SMOC1,#b462e9,638,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_18,#FF4DC1,Vip_3,#B865CC,,9,Inh_CGE_VIP_GALNT14,9,Inh_CGE_VIP_GALNT14,Inh L1-6 VIP ABI3BP,#b462e9,5,Inh L1-6 VIP IQGAP2,#733fb0,Inh L3-6 VIP HS3ST3A1; Inh L2-6 VIP QPCT,,8,#FD00FE
30,30,Inh L3-5 VIP HS3ST3A1,#b589de,225,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_20,#b589de,Vip_3,#B865CC,,9,Inh_CGE_VIP_GALNT14,9,Inh_CGE_VIP_GALNT14,Inh L1-6 VIP ABI3BP,#b462e9,5,Inh L1-6 VIP IQGAP2,#733fb0,Inh L3-6 VIP HS3ST3A1; Inh L2-6 VIP QPCT,,9,#FF01FF
31,31,Inh L5-6 VIP COL4A3,#b884ed,89,GABAergic,#C95170,Vip,#B864CC,CGE/PoA,#C456AA,Vip/Sncg,#A531BD,I_20,#b589de,Vip_3,#B865CC,,9,Inh_CGE_VIP_GALNT14,9,Inh_CGE_VIP_GALNT14,Inh L1-6 VIP ABI3BP,#b462e9,5,Inh L1-6 VIP IQGAP2,#733fb0,Inh L3-6 VIP HS3ST3A1; Inh L2-6 VIP QPCT,,7,#FF02FF
