nleaves	celltype	comp
5	L5 IT	human.mouse
6	L5 IT	human.mouse
3	L5 IT	human.mouse
5	L5 IT	human.mouse
4	L5 IT	human.mouse
6	L5 IT	human.mouse
4	L5 IT	human.mouse
7	L5 IT	human.mouse
4	L5 IT	human.mouse
5	L5 IT	human.mouse
2	L5 IT	human.mouse
5	L5 IT	human.mouse
7	L5 IT	human.mouse
6	L5 IT	human.mouse
7	L5 IT	human.mouse
4	L5 IT	human.mouse
10	L5 IT	human.mouse
9	L5 IT	human.mouse
5	L5 IT	human.mouse
8	L5 IT	human.mouse
6	L5 IT	human.mouse
8	L5 IT	human.mouse
3	L5 IT	human.mouse
8	L5 IT	human.mouse
6	L5 IT	human.mouse
5	L5 IT	human.mouse
6	L5 IT	human.mouse
3	L5 IT	human.mouse
8	L5 IT	human.mouse
7	L5 IT	human.mouse
3	L5 IT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
4	L6 CT	human.mouse
2	L6 CT	human.mouse
1	L6 CT	human.mouse
3	L6 CT	human.mouse
1	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
1	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
2	L6 CT	human.mouse
3	L6 CT	human.mouse
3	L6 CT	human.mouse
2	L6 CT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
10	L6 IT	human.mouse
7	L6 IT	human.mouse
6	L6 IT	human.mouse
8	L6 IT	human.mouse
9	L6 IT	human.mouse
6	L6 IT	human.mouse
5	L6 IT	human.mouse
7	L6 IT	human.mouse
9	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
6	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
9	L6 IT	human.mouse
6	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
6	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
6	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
9	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
6	L6 IT	human.mouse
9	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
9	L6 IT	human.mouse
7	L6 IT	human.mouse
9	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
9	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
6	L6 IT	human.mouse
5	L6 IT	human.mouse
9	L6 IT	human.mouse
9	L6 IT	human.mouse
6	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
6	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
9	L6 IT	human.mouse
7	L6 IT	human.mouse
6	L6 IT	human.mouse
6	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
8	L6 IT	human.mouse
6	L6 IT	human.mouse
8	L6 IT	human.mouse
7	L6 IT	human.mouse
6	L6 IT	human.mouse
8	L6 IT	human.mouse
9	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
8	L6 IT	human.mouse
9	L6 IT	human.mouse
6	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
7	L6 IT	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
3	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
0	L6b	human.mouse
0	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
3	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
0	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
0	L6b	human.mouse
0	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
0	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
3	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
0	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
3	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
0	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
0	L6b	human.mouse
2	L6b	human.mouse
2	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
1	L6b	human.mouse
2	L6b	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
0	L5/6 NP	human.mouse
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
5	L2/3 IT	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
0	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
3	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
3	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
3	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
3	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
0	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
0	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
1	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
2	L5 ET	mouse.marmoset
3	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
0	L5 IT	mouse.marmoset
12	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
9	L5 IT	mouse.marmoset
10	L5 IT	mouse.marmoset
17	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
13	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
0	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
13	L5 IT	mouse.marmoset
9	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
9	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
9	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
11	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
9	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
-1	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
14	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
0	L5 IT	mouse.marmoset
9	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
9	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
4	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
10	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
13	L5 IT	mouse.marmoset
3	L5 IT	mouse.marmoset
2	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
-1	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
5	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
1	L5 IT	mouse.marmoset
6	L5 IT	mouse.marmoset
7	L5 IT	mouse.marmoset
8	L5 IT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
3	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 CT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
2	L6 IT	mouse.marmoset
